Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","9.7"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","7.2"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","6.5"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","6"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","5.5"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","5.1"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","5"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","4.9"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","4.7"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","4.6"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","4.8"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","99"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","99"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","99"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","99"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","99"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","99"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","99"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2017","2017","%","99"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","99"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2019","2019","%","99"
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2020","2020","%","99"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%","125"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%","127"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%","128"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%","129"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%","131"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%","133"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%","134"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%","135"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","136"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20182020","2018-2020","%","136"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20192021","2019-2021","%","137"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","<2.5"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","<2.5"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","<2.5"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","<2.5"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","<2.5"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","<2.5"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","<2.5"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","<2.5"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","<2.5"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","<2.5"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","<2.5"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2010","2010","%","8.7"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2011","2011","%","8"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2012","2012","%","7.4"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","%","6.9"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","%","6.4"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","%","6.1"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","%","5.9"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","%","5.5"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","5.2"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","%","4.9"
"FS","Suite of Food Security Indicators","156","China, mainland","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","4.7"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%","119"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%","119"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%","119"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%","119"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%","119"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%","119"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%","119"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%","119"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","120"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20182020","2018-2020","%","120"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20192021","2019-2021","%","121"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","4.5"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","4.5"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","4.5"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","4.2"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","4"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","3.9"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","3.9"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","3.8"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","3.7"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","3.6"
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","3.5"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%","114"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%","120"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%","120"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%","119"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%","119"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%","119"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%","120"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%","120"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","120"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20182020","2018-2020","%","120"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20192021","2019-2021","%","120"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","3"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","<2.5"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","<2.5"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","<2.5"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","<2.5"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","<2.5"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","<2.5"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","<2.5"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","<2.5"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","<2.5"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","<2.5"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","99"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","99"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","99"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","99"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","99"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","99"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","99"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2017","2017","%","99"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","99"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2019","2019","%","99"
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2020","2020","%","99"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%","88"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%","89"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%","89"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%","89"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%","88"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%","88"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%","87"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%","86"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","86"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20182020","2018-2020","%","86"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20192021","2019-2021","%","87"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","39.1"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","38.2"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","38.6"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","38.6"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","39.6"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","40.3"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","41.2"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","42.9"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","42.6"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","43"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","41.6"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","97"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","96.7"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","96.3"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","95.9"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","95.6"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","95.2"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","94.9"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2017","2017","%","94.5"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","94.2"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2019","2019","%","93.8"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2020","2020","%","93.8"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2010","2010","%","29"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2011","2011","%","27.5"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2012","2012","%","26.1"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","%","24.9"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","%","23.7"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","%","22.6"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","%","21.7"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","%","20.7"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","19.8"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","%","18.9"
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","18.2"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%","117"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%","113"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%","114"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%","114"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%","114"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%","114"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%","114"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%","114"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","115"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20182020","2018-2020","%","117"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20192021","2019-2021","%","118"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","6.7"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","8.2"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","7.8"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","7.9"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","7.9"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","8.1"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","8.3"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","8.1"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","7.8"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","7.8"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","7.6"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","95.1"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","95.2"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","95.4"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","95.5"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","95.6"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","95.8"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","96.4"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2017","2017","%","97"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","97.1"
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2019","2019","%","97.2"
