Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1999","1999","index","67.68","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2000","2000","index","70.38","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2001","2001","index","71.35","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2002","2002","index","73.67","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2003","2003","index","74.15","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2004","2004","index","78.04","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2005","2005","index","80.42","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2006","2006","index","81.97","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2007","2007","index","83.63","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2008","2008","index","87.91","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2009","2009","index","89.48","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2010","2010","index","91.42","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2011","2011","index","94.22","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2012","2012","index","96.47","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2013","2013","index","97.74","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2014","2014","index","98.75","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2015","2015","index","101.06","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2016","2016","index","100.19","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2017","2017","index","101.43","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2018","2018","index","101.68","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2019","2019","index","100.6","E","Estimated value"
"QI","Production Indices","156","China, mainland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2020","2020","index","101.71","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1961","1961","index","104.25","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1962","1962","index","100.83","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1963","1963","index","93.47","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1964","1964","index","102.13","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1965","1965","index","106.57","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1966","1966","index","108.24","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1967","1967","index","111.06","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1968","1968","index","112.63","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1969","1969","index","110.01","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1970","1970","index","111.47","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1971","1971","index","111.1","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1972","1972","index","109.36","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1973","1973","index","113.22","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1974","1974","index","113.23","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1975","1975","index","106.79","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1976","1976","index","114.29","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1977","1977","index","118.88","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1978","1978","index","115.92","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1979","1979","index","122.49","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1980","1980","index","118.27","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1981","1981","index","113.99","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1982","1982","index","114.09","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1983","1983","index","115.97","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1984","1984","index","117.9","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1985","1985","index","121.38","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1986","1986","index","117.38","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1987","1987","index","122.05","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1988","1988","index","122.02","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1989","1989","index","122.53","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1990","1990","index","120.95","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1991","1991","index","125.14","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1992","1992","index","124.02","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1993","1993","index","129.07","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1994","1994","index","128.61","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1995","1995","index","131.4","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1996","1996","index","134.07","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1997","1997","index","130.05","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1998","1998","index","119.68","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1999","1999","index","122.28","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2000","2000","index","121.43","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2001","2001","index","118.39","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2002","2002","index","119.62","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2003","2003","index","115.39","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2004","2004","index","111.3","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2005","2005","index","104.25","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2006","2006","index","109.07","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2007","2007","index","103.99","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2008","2008","index","101.19","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2009","2009","index","100.89","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2010","2010","index","102.15","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2011","2011","index","106.57","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2012","2012","index","102.92","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2013","2013","index","101.14","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2014","2014","index","103.05","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2015","2015","index","99.53","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2016","2016","index","97.42","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2017","2017","index","100.82","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2018","2018","index","104.07","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2019","2019","index","101.05","E","Estimated value"
"QI","Production Indices","158","China, Taiwan Province of","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2020","2020","index","102.18","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1961","1961","index","75.37","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1962","1962","index","78.88","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1963","1963","index","74.88","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1964","1964","index","76.38","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1965","1965","index","75.68","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1966","1966","index","73.48","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1967","1967","index","72.34","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1968","1968","index","73.66","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1969","1969","index","73.02","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1970","1970","index","74.9","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1971","1971","index","76.09","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1972","1972","index","74.76","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1973","1973","index","75.23","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1974","1974","index","77.53","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1975","1975","index","82.64","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1976","1976","index","84.9","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1977","1977","index","85.73","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1978","1978","index","87.94","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1979","1979","index","88.94","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1980","1980","index","87.85","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1981","1981","index","89.31","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1982","1982","index","84.54","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1983","1983","index","80.92","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1984","1984","index","82.19","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1985","1985","index","78.96","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1986","1986","index","80.74","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1987","1987","index","80.06","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1988","1988","index","83.79","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1989","1989","index","86.5","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1990","1990","index","91.06","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1991","1991","index","91.13","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1992","1992","index","89.92","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1993","1993","index","86.25","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1994","1994","index","85.64","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1995","1995","index","89.75","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1996","1996","index","87.47","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1997","1997","index","87.43","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1998","1998","index","85.82","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1999","1999","index","85.36","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2000","2000","index","86.38","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2001","2001","index","85.84","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2002","2002","index","86.67","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2003","2003","index","88.04","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2004","2004","index","89.35","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2005","2005","index","89.5","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2006","2006","index","91.98","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2007","2007","index","93.66","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2008","2008","index","95.07","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2009","2009","index","87.83","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2010","2010","index","85.58","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2011","2011","index","86.76","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2012","2012","index","92.98","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2013","2013","index","97.04","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2014","2014","index","97.85","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2015","2015","index","100.99","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2016","2016","index","101.16","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2017","2017","index","95.59","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2018","2018","index","98.4","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2019","2019","index","100.19","E","Estimated value"
"QI","Production Indices","170","Colombia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2020","2020","index","96.57","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1961","1961","index","158.78","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1962","1962","index","158.99","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1963","1963","index","160.83","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1964","1964","index","163.3","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1965","1965","index","164.4","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1966","1966","index","168.24","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1967","1967","index","164.78","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1968","1968","index","164.29","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1969","1969","index","163.48","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1970","1970","index","159.23","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1971","1971","index","156.61","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1972","1972","index","153.67","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1973","1973","index","163.17","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1974","1974","index","160.77","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1975","1975","index","152.05","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1976","1976","index","151.17","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1977","1977","index","151.82","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1978","1978","index","150.7","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1979","1979","index","144.09","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1980","1980","index","138.53","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1981","1981","index","128.16","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1982","1982","index","128.83","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1983","1983","index","128.02","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1984","1984","index","120.9","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1985","1985","index","119.76","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1986","1986","index","120.31","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1987","1987","index","127.9","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1988","1988","index","126.63","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1989","1989","index","126.04","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1990","1990","index","129.66","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1991","1991","index","137.06","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1992","1992","index","135.85","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1993","1993","index","134.54","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1994","1994","index","132.28","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1995","1995","index","133.21","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1996","1996","index","132.69","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1997","1997","index","127.18","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1998","1998","index","128.1","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1999","1999","index","127.49","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2000","2000","index","123.46","E","Estimated value"
"QI","Production Indices","174","Comoros","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2001","2001","index","123.62","E","Estimated value"
